State;Community Number;Community Name;CRS Entry Date;Current Effective Date;Current Class;% Discount for SFHA;% Discount for Non- SFHA;Status
IA;190227;Des Moines, City of ;01.10.1991;01.05.2008;7;15;5;C
IA;190171;Iowa City, City of ;01.10.2011;01.05.2018;6;20;10;C
IA;190601;Kalona, City of ;01.05.2018;01.05.2018;9;5;5;C 
IA;190829;Linn County ;01.05.2013;01.05.2020;7;15;5;C
IA;190232;Pottawattamie County ;01.10.2017;01.10.2017;9;5;5;C
IA;190907;Story County ;01.10.2016;01.10.2016;7;15;5;C
IA;190230;Urbandale, City of;01.05.2020;01.05.2020;7;15;5;NA
KS;200126;Anthony, City of ;01.05.2017;01.05.2017;7;15;5;C
KS;200385;Assaria, City of ;01.05.2014;01.05.2014;9;5;5;C
KS;200864;Bel Aire, City of ;01.05.2014;01.05.2014;8;10;5;C
KS;200361;Bonner Springs, City of ;01.10.2014;01.10.2016;7;15;5;C
KS;200037;Butler County ;01.10.2013;01.05.2020;7;15;5;C
KS;200250;Carbondale, City of ;01.10.1992;01.10.1996;10;0;0;R
KS;200075;Chapman, City of ;01.10.2013;01.10.2017;8;10;5;C
KS;200232;Coffeyville, City of ;01.05.2014;01.05.2014;9;5;5;C
KS;200323;Derby, City of ;01.10.2013;01.05.2019;7;15;5;C
KS;200087;Douglas County  ;01.10.2013;01.05.2018;7;15;5;C
KS;200095;Ellis, City of ;01.10.2007;01.05.2014;8;10;5;C
KS;200494;Florence, City of  ;01.05.2015;01.05.2015;9;5;5;C
KS;200497;Galva, City of ;01.05.2014;01.05.2014;9;5;5;C
KS;200579;Geary County ;01.10.2017;01.10.2017;8;10;5;C
KS;200317;Gypsum, City of  ;01.10.2017;01.10.2017;9;5;5;C
KS;200585;Harvey County ;01.05.2012;01.10.2018;10;0;0;C
KS;200096;Hayes, City of ;01.10.1992;01.10.2003;10;0;0;R
KS;200324;Haysville, City of ;01.10.2013;01.10.2013;8;10;5;C
KS;200002;Humboldt, City of ;01.05.2017;01.05.2017;9;5;5;C
KS;200147;Jefferson County  ;01.05.2015;01.05.2015;7;15;5;C
KS;200363;Kansas City, City of ;01.05.2013;01.05.2013;6;20;10;C
KS;200189;Lansing, City of ;01.05.2011;01.10.2016;7;15;5;C
KS;200090;Lawrence, City of ;01.10.2004;01.10.2012;7;15;5;C
KS;200168;Lenexa, City of ;01.10.2011;01.05.2017;7;15;5;C
KS;200215;Lindsborg, City of ;01.10.1992;01.05.2009;8;10;5;C
KS;200191;Linwood, City of ;01.10.2013;01.10.2013;9;5;5;C
KS;200201;Lyon County ;01.10.2007;01.05.2017;8;10;5;C
KS;200295;Lyons, City of ;01.05.2012;01.10.2013;8;10;5;C
KS;200300;Manhattan, City of ;01.05.2013;01.05.2018;6;20;10;C
KS;200169;Merriam, City of ;01.10.2020;01.10.2020;9;5;5;C
KS;200133;Newton, City of  ;01.05.2015;01.05.2015;8;10;5;C
KS;200173;Olathe, City of ;01.10.1993;01.05.2009;8;10;5;C
KS;200546;Overbrook, City of ;01.10.2017;01.10.2017;8;10;5;C
KS;200174;Overland Park, City of ;01.10.2009;01.05.2015;7;15;5;C
KS;200278;Pratt, City of ;01.05.2017;01.05.2019;7;15;5;M
KS;200303;Riley, City of;01.10.2018;01.10.2018;9;5;5;C
KS;200298;Riley County  ;01.05.2015;01.05.2015;9;5;5;C
KS;200177;Shawnee, City of ;01.10.1991;01.05.2016;6;20;10;C
KS;200331;Shawnee County ;01.05.2011;01.10.2016;8;10;5;C
KS;200335;Silver Lake, City of ;01.05.2016;01.05.2016;9;5;5;C
KS;200043;Strong City, City of;01.05.2020;01.05.2020;9;5;5;NA
KS;205187;Topeka, City of ;01.10.1992;01.10.2001;10;0;0;R
KS;200327;Valley Center, City of ;01.05.2013;01.10.2018;7;15;5;C
KS;200276;Wamego, City of ;01.10.2012;01.10.2012;9;5;5;C
KY;210017;Ashland, City of ;01.10.1992;01.10.1997;10;0;0;R
KY;210022;Augusta, City of ;01.10.2018;01.10.2018;9;5;5;C
KY;210334;Barren County ;01.10.2013;01.10.2013;9;5;5;C
KY;210008;Bath County ;01.10.2017;01.10.2017;8;10;5;C
KY;210010;Bell County  ;01.10.1994;01.10.1997;10;0;0;R
KY;210156;Berea, City of  ;01.10.2015;01.10.2015;8;10;5;C
KY;210219;Bowling Green, City of  ;01.10.1991;01.10.2006;7;15;5;C
KY;210188;Butler, City of ;01.05.2018;01.05.2018;7;15;5;C 
KY;210034;Campbell County  ;01.10.2015;01.10.2015;8;10;5;C
KY;210227;Corbin, City of  ;01.10.1993;01.10.1994;10;0;0;R
KY;210062;Daviess County  ;01.05.2003;01.05.2005;8;10;5;C
KY;210189;Falmouth, City of  ;01.05.2018;01.05.2018;7;15;5;C 
KY;210075;Frankfort, City of  ;01.10.1992;01.05.2010;8;10;5;C
KY;210280;Franklin County   ;01.10.1993;01.05.2013;8;10;5;C
KY;210051;Grayson, City of  ;01.10.1992;01.10.1992;9;5;5;C
KY;210109;Henderson, City of   ;01.10.2015;01.10.2015;8;10;5;C
KY;210286;Henderson County  ;01.10.2015;01.10.2015;8;10;5;C
KY;210055;Hopkinsville, City of  ;01.10.1991;01.10.2019;8;10;5;M
KY;210125;Jessamine County;01.05.2019;01.05.2019;9;5;5;NA
KY;210067;Lexington – Fayette Urban County  ;01.10.1991;01.10.2007;7;15;5;C
KY;210120;Louisville – Jefferson County Metro Government;01.10.1991;01.10.2015;3;35;10;C
KY;210342;Madison County  ;01.05.2012;01.05.2012;9;5;5;C
KY;210250;Melbourne, City of  ;01.10.2015;01.10.2015;8;10;5;C
KY;210039;Newport, City of ;01.05.2018;01.05.2018;9;5;5;C 
KY;210126;Nicholasville, City of  ;01.10.1991;01.10.1997;8;10;5;C
KY;210063;Owensboro, City of  ;01.05.2003;01.05.2005;8;10;5;C
KY;210127;Paintsville, City of  ;01.10.1992;01.10.1992;9;5;5;C
KY;210015;Paris, City of  ;01.10.2012;01.10.2019;8;10;5;C
KY;210297;Pendleton County ;01.05.2018;01.05.2018;9;5;5;C
KY;210298;Pike County  ;01.10.1995;01.10.1995;9;5;5;C
KY;210193;Pikeville, City of  ;01.10.1992;01.10.1992;9;5;5;C
KY;210072;Prestonsburg, City of  ;01.10.1992;01.10.2009;10;0;0;R
KY;210366;Radcliff, City of  ;01.10.1995;01.10.2011;8;10;5;C
KY;210157;Richmond, City of  ;01.10.2015;01.10.2018;8;10;5;C
KY;210203;Rowan County  ;01.10.1994;01.10.1994;9;5;5;C
KY;210009;Salt Lick, City of ;01.10.2017;01.10.2018;8;10;5;C
KY;210040;Silver Grove, City of   ;01.10.2015;01.10.2015;9;5;5;C
KY;210276;Southgate, City of   ;01.10.2015;01.10.2015;9;5;5;C
KY;210312;Warren County  ;01.10.1991;01.10.2011;8;10;5;C
KY;210097;West Point, City of ;01.10.1995;01.10.2000;10;0;0;R
KY;210311;Wilmore, City of;01.05.2019;01.05.2019;9;5;5;NA
KY;210318;Woodlawn, City of   ;01.10.2015;01.10.2015;9;5;5;C
LA;220013;Ascension Parish ;01.10.1992;01.05.2008;8;10;5;C
LA;225193;Baker, City of ;01.10.1991;01.05.2016;9;5;5;C
LA;220033;Bossier City, City of ;01.10.1992;01.05.2018;9;5;5;C
LA;220361;Caddo Parish ;01.10.1995;01.05.2017;9;5;5;C
LA;220037;Calcasieu Parish ;01.10.1991;01.10.2007;8;10;5;C
LA;220103;Carencro, City of ;01.05.2009;01.05.2010;8;10;5;C
LA;220060;Central, City of ;01.05.2014;01.10.2020;7;15;5;C
LA;220200;Covington, City of ;01.10.2017;01.05.2020;8;10;5;M
LA;220116;Denham Springs, City of ;01.10.1991;01.10.2020;8;10;5;C
LA;220027;Deridder, City of ;01.10.1995;01.05.2015;10;0;0;R
LA;220058;East Baton Rouge Parish ;01.10.1991;01.10.2016;7;15;5;C
LA;220117;French Settlement, Village of ;01.10.1992;01.05.2019;10;0;0;R
LA;220015;Gonzales, City of ;01.10.1992;01.05.2012;8;10;5;C
LA;225198;Gretna, City of ;01.10.2000;01.10.2019;6;20;10;C
LA;225200;Harahan, City of ;01.10.2008;01.10.2008;8;10;5;C
LA;220220;Houma, City of ;01.10.1992;01.10.2009;7;15;5;C
LA;220371;Jean Lafitte, Town of  ;01.05.2015;01.05.2020;7;15;5;C
LA;225199;Jefferson Parish ;01.10.1992;01.05.2019;5;25;10;C
LA;225201;Kenner, City of ;01.10.1992;01.10.2020;6;20;10;C
LA;220105;Lafayette, City of ;01.10.2011;01.10.2011;8;10;5;C
LA;220101;Lafayette Parish ;01.10.2011;01.10.2011;8;10;5;C
LA;225202;Lafourche Parish ;01.01.1992;01.05.2004;10;0;0;R
LA;220040;Lake Charles, City of ;01.10.2004;01.10.2015;9;5;5;C
LA;220113;Livingston Parish ;01.10.1992;01.05.2019;10;0;0;C
LA;220248;Lutcher, Town of ;01.10.1992;01.10.2018;8;10;5;C
LA;220202;Mandeville, City of ;01.10.1992;01.10.2018;6;20;10;C
LA;220136;Monroe, City of ;01.10.2003;01.10.2012;10;0;0;R
LA;220196;Morgan City, City of ;01.10.1991;01.05.2006;8;10;5;C
LA;225203;New Orleans/Orleans Parish ;01.10.1991;01.10.2001;8;10;5;C
LA;220135;Ouachita Parish ;01.10.2002;01.05.2008;9;5;5;C
LA;220119;Port Vincent, Village of ;01.10.1992;01.10.1997;10;0;0;R
LA;220008;Rayne, City of ;01.10.1991;01.10.1991;9;5;5;C
LA;220347;Ruston, City of ;01.10.1992;01.10.1992;9;5;5;C
LA;220106;Scott, City of ;01.10.2012;01.05.2018;9;5;5;C
LA;220036;Shreveport, City of ;01.10.1991;01.05.2017;8;10;5;C
LA;220204;Slidell, City of ;01.10.1992;01.05.2020;9;5;5;C
LA;220016;Sorrento, Town of ;01.10.1992;01.05.2008;9;5;5;C
LA;220160;St. Charles Parish  ;01.10.1991;01.10.2007;8;10;5;C
LA;220261;St. James Parish ;01.10.1991;01.05.2012;7;15;5;C
LA;220164;St. John The Baptist Parish ;01.10.1994;01.05.2010;8;10;5;C
LA;225205;St. Tammany Parish ;01.10.1992;01.05.2011;7;15;5;C
LA;220206;Tangipahoa Parish ;01.10.1996;01.10.1996;9;5;5;C
LA;225206;Terrebonne Parish ;01.10.1992;01.10.2017;7;15;5;C
LA;220121;Walker, Town of ;01.10.1992;01.10.2013;8;10;5;C
LA;220239;West Baton Rouge Parish ;01.10.1993;01.10.1996;8;10;5;C
LA;220094;Westwego, City of ;01.10.2007;01.10.2019;7;15;5;C
LA;220061;Zachary, City of ;01.10.1992;01.05.2019;8;10;5;C
ME;230191;Alfred, Town of ;01.10.1991;01.10.1993;8;10;5;C
ME;230208;Arrowsic, Town of ;01.10.1993;01.10.2018;8;10;5;C
ME;230001;Auburn, City of ;01.10.1992;01.10.1992;9;5;5;C
ME;230043;Cape Elizabeth, Town of ;01.10.1994;01.10.2015;8;10;5;C
ME;230116;Dover-Foxcroft, Town of ;01.10.2007;01.10.2007;9;5;5;C
ME;230057;Farmington, Town of ;01.10.1994;01.10.2015;8;10;5;C
ME;230018;Fort Fairfield, Town of ;01.10.2002;01.10.2017;7;15;5;C
ME;230209;Georgetown, Town of ;01.10.2001;01.10.2008;10;0;0;R
ME;230069;Hallowell, City of ;01.10.1996;01.10.2009;10;0;0;R
ME;230004;Lewiston, City of ;01.10.1993;01.05.1997;8;10;5;C
ME;230178;Norridgewock, City of ;01.10.1997;01.10.2007;10;0;0;R
ME;230632;Ogunquit, Town of ;01.10.1992;01.05.2003;8;10;5;C
ME;230153;Old Orchard Beach, Town of ;01.10.1993;01.05.2020;7;15;5;C
ME;230112;Old Town, City of  ;01.10.2005;01.10.2016;7;15;5;C
ME;230120;Phippsburg, Town of ;01.10.1993;01.10.2008;10;0;0;R
ME;230051;Portland, City of ;01.10.1993;01.05.2013;8;10;5;C
ME;230155;Saco, City of ;01.10.1992;01.10.1999;8;10;5;C
ME;230128;Skowhegan, Town of ;01.10.1991;01.10.2003;8;10;5;C
ME;230157;South Berwick, Town of ;01.10.1994;01.10.2015;7;15;5;C
ME;230293;Southwest Harbor, Town of ;01.10.1996;01.10.2002;9;5;5;C
ME;230158;Wells, Town of ;01.10.1991;01.10.2011;10;0;0;R
ME;230159;York, Town of ;01.10.2001;01.10.2017;7;15;5;C
MD;240087;Baltimore, City of ;01.05.2016;01.05.2016;5;25;10;C
MD;240042;Bel Air, Town of ;01.10.1993;01.05.2017;6;20;10;C
MD;240011;Calvert County ;01.05.2015;01.05.2015;8;10;5;C
MD;240130;Caroline County  ;01.10.1996;01.05.2017;8;10;5;C
MD;240015;Carroll County ;01.10.2007;01.05.2018;7;15;5;C
MD;240019;Cecil County ;01.10.2013;01.10.2018;7;15;5;C
MD;240026;Dorchester County ;01.10.2013;01.05.2019;6;20;10;C
MD;240030;Frederick, City of ;01.10.2012;01.10.2012;7;15;5;C
MD;240040;Harford County  ;01.10.1991;01.10.2000;7;15;5;C
MD;240043;Havre de Grace, City of ;01.05.2009;01.05.2018;7;15;5;C
MD;240044;Howard County ;01.10.2007;01.05.2018;6;20;10;C
MD;240012;North Beach, City of ;01.01.1992;01.10.2008;10;0;0;R
MD;245207;Ocean City, Town of ;01.10.1992;01.05.2017;6;20;10;C
MD;240068;Oxford, Town of;01.05.2020;01.05.2020;7;15;5;NA
MD;245208;Prince George’s County  ;01.10.1991;01.10.2001;5;25;10;C
MD;240066;Talbot County ;01.10.2014;01.10.2020;7;15;5;C
MA;250286;Boston, City of ;01.10.1992;01.10.1997;10;0;0;R
MA;250233;Braintree, Town of ;01.10.1992;01.05.2018;7;15;5;C
MA;250003;Brewster, Town of ;01.05.2018;01.05.2018;9;5;5;C 
MA;250186;Cambridge, City of   ;01.10.2015;01.10.2015;9;5;5;C
MA;250004;Chatham, Town of ;01.10.1992;01.10.1993;8;10;5;C
MA;250006;Eastham, Town of ;01.10.2017;01.10.2017;8;10;5;C
MA;250082;Gloucester, City of ;01.10.1992;01.10.1997;10;0;0;R
MA;250008;Harwich, Town of ;01.10.1995;01.05.2020;7;15;5;C
MA;250085;Haverhill, City of ;01.10.1992;01.10.1992;9;5;5;C
MA;250269;Hull, Town of ;01.05.2008;01.10.2018;7;15;5;C
MA;250273;Marshfield, Town of ;01.10.2015;01.10.2020;7;15;5;C
MA;250009;Mashpee, Town of ;01.10.2017;01.10.2017;8;10;5;C
MA;250167;Northampton, City of ;01.05.2017;01.05.2017;8;10;5;C
MA;250060;Norton, Town of ;01.10.1991;01.10.1991;9;5;5;C
MA;250010;Orleans, Town of ;01.10.1993;01.10.2018;7;15;5;C
MA;250278;Plymouth, Town of ;01.10.1991;01.10.1991;9;5;5;C
MA;255218;Provincetown, Town of ;01.10.2011;01.10.2011;9;5;5;C
MA;255219;Quincy, City of ;01.10.1993;01.05.2019;7;15;5;M
MA;250103;Salisbury, Town of ;01.05.2016;01.05.2016;8;10;5;C
MA;250012;Sandwich, Town of;01.05.2019;01.05.2019;7;15;5;NA
MA;250282;Scituate, Town of ;01.10.1991;01.05.2017;7;15;5;C
MA;250218;Tewksbury, Town of ;01.10.1993;01.10.2009;10;0;0;R
MA;250014;Wellfleet, Town of ;01.05.2017;01.05.2017;8;10;5;C
MA;250228;Winchester, Town of ;01.10.2013;01.05.2018;7;15;5;C
MA;250349;Worcester, City of ;01.10.1995;01.10.2020;7;15;5;C
MI;260213;Ann Arbor, City of  ;01.05.2017;01.10.2018;6;20;10;C
MI;260142;Bedford, Township of ;01.05.2002;01.05.2018;9;5;5;C
MI;260467;Brooks Township ;01.10.2011;01.10.2011;8;10;5;C
MI;260473;Commerce, Township of ;01.05.2003;01.10.2014;9;5;5;C
MI;260221;Dearborn Heights, City of ;01.10.1992;01.05.2008;7;15;5;C
MI;260222;Detroit, City of ;01.10.2017;01.10.2017;8;10;5;C
MI;260172;Farmington Hills, City of ;01.10.1994;01.10.1995;10;0;0;R
MI;260657;Fraser, Township of ;01.05.2003;01.05.2003;9;5;5;C
MI;260226;Gibraltar, City of ;01.10.1992;01.10.2002;8;10;5;C
MI;260270;Grand Haven Charter Township ;01.05.2018;01.05.2018;8;10;5;C 
MI;260118;Hamburg, Township of ;01.10.1999;01.10.1999;8;10;5;C
MI;260150;Luna Pier, City of ;01.05.2002;01.05.2008;8;10;5;C
MI;260140;Midland, City of  ;01.10.1992;01.10.2008;5;25;10;C
MI;260175;Novi, City of ;01.10.1999;01.05.2019;8;10;5;C
MI;260185;Park, Township of ;01.05.2003;01.05.2016;10;0;0;R
MI;260109;Plainfield, Township of ;01.05.2010;01.10.2016;9;5;5;C
MI;260577;Portage, City of ;01.10.1992;01.05.2008;8;10;5;C
MI;260402;Richfield, Township of ;01.05.2011;01.10.2016;9;5;5;C
MI;260241;Rockwood, City of  ;01.05.2017;01.05.2017;8;10;5;C
MI;260190;Saginaw, Charter Township of ;01.10.2006;01.05.2017;7;15;5;C
MI;260305;Saugatuck, City of ;01.10.2006;01.05.2017;9;5;5;C
MI;260126;Shelby, Charter Township of ;01.10.2011;01.10.2011;7;15;5;C
MI;260128;Sterling Heights, City of ;01.10.1995;01.05.2005;7;15;5;C
MI;260243;Sumpter, Township of ;01.10.1995;01.10.2004;10;0;0;R
MI;260728;Taylor, City of ;01.05.2003;01.10.2015;9;5;5;C
MI;260503;Taymouth, Township of ;01.05.2003;01.05.2019;10;0;0;R
MI;260208;Vassar, City of ;01.10.2006;01.10.2006;6;20;10;C
MI;260285;Zilwaukee, City of ;01.05.2004;01.05.2004;8;10;5;C
MN;275228;Austin, City of ;01.10.1991;01.05.2008;5;25;10;C
MN;275233;Carver, City of ;01.05.2016;01.05.2019;6;20;10;M
MN;275236;East Grand Forks, City of ;01.10.1991;01.10.1998;10;0;0;R
MN;270162;Golden Valley, City of ;01.10.2014;01.05.2019;6;20;10;C
MN;270068;Granite Falls, City of ;01.05.2013;01.10.2020;10;0;0;R
MN;275240;Lake St. Croix Beach, City of ;01.10.1995;01.10.2011;6;20;10;C
MN;275243;Montevideo, City of ;01.05.2010;01.05.2016;5;25;10;C
MN;275244;Moorhead, City of ;01.05.2010;01.05.2017;6;20;10;C
MN;270307;Mower County  ;01.10.1995;01.05.2000;8;10;5;C
MN;275246;Rochester, City of ;01.10.1991;01.10.1996;10;0;0;R
MN;270184;St. Louis Park, City of;01.05.2019;01.05.2019;8;10;5;NA
MN;270729;West St. Paul, City of ;01.10.1991;01.10.1996;10;0;0;R
MN;270519;Wilkin County ;01.05.2017;01.05.2017;9;5;5;C
MS;285251;Bay St. Louis, City of ;01.10.1995;01.10.2000;7;15;5;C
MS;285252;Biloxi, City of ;01.10.1996;01.05.2013;5;25;10;C 
MS;280109;Canton, City of ;01.10.2012;01.10.2012;9;5;5;C
MS;280016;Cleveland, City of ;01.10.1993;01.10.2020;9;5;5;C
MS;280336;D’lberville, City of ;01.10.2007;01.05.2020;7;15;5;C
MS;280332;Gautier, City of ;01.10.1994;01.05.2020;8;10;5;C
MS;280179;Greenville, City of ;01.10.1993;01.05.2015;9;5;5;C
MS;285253;Gulfport, City of ;01.10.1996;01.10.2016;7;15;5;C
MS;285255;Harrison County ;01.10.2003;01.05.2015;6;20;10;C
MS;280053;Hattiesburg, City of ;01.10.1994;01.05.2015;8;10;5;C
MS;280292;Hernando, City of ;01.10.2011;01.10.2011;9;5;5;C
MS;280070;Hinds County ;01.10.1993;01.10.1993;9;5;5;C
MS;280072;Jackson, City of ;01.10.1991;01.10.2019;10;0;0;R
MS;285256;Jackson County ;01.10.2011;01.10.2017;8;10;5;C
MS;280304;Lamar County ;01.10.2008;01.05.2019;9;5;5;C
MS;280224;Lauderdale County  ;01.05.2015;01.05.2016;8;10;5;C
MS;285257;Long Beach, City of ;01.10.2000;01.10.2013;8;10;5;C
MS;280229;Madison, City of ;01.10.1996;01.10.2001;8;10;5;C
MS;280096;Meridian, City of ;01.10.1992;01.10.2018;9;5;5;C
MS;285259;Ocean Springs, City of ;01.10.1992;01.05.2020;8;10;5;C
MS;280094;Oxford, City of ;01.05.2012;01.05.2012;8;10;5;C
MS;280125;Panola County ;01.05.2012;01.05.2017;9;5;5;C
MS;285260;Pascagoula, City of ;01.10.2007;01.10.2015;7;15;5;C
MS;285261;Pass Christian, City of ;01.10.1993;01.05.2020;8;10;5;C
MS;280129;Pearl River County ;01.10.2012;01.10.2012;8;10;5;C
MS;280130;Picayune, City of ;01.05.2008;01.10.2019;9;5;5;C
MS;280110;Ridgeland, City of ;01.10.1994;01.10.2020;7;15;5;C
MS;280124;Starkville, City of ;01.05.2012;01.05.2012;9;5;5;C
MS;280300;Stone County ;01.10.2010;01.10.2015;9;5;5;C
MS;280100;Tupelo, City of ;01.05.2003;01.10.2015;9;5;5;C
MS;280176;Vicksburg, City of ;01.10.1993;01.10.2016;8;10;5;C
MS;285262;Waveland, City of ;01.10.1993;01.05.2019;7;15;5;M
MO;290188;Arnold, City of ;01.10.1991;01.05.2004;10;0;0;R
MO;290169;Blue Springs, City of;01.10.2018;01.10.2018;9;5;5;C
MO;290338;Brentwood, City of ;01.05.2016;01.05.2016;9;5;5;C
MO;290351;Ferguson, City of ;01.10.1995;01.05.2001;10;0;0;R
MO;290352;Florissant, City of ;01.10.2013;01.10.2013;8;10;5;C
MO;290223;Hannibal, City of ;01.05.2011;01.10.2016;9;5;5;C
MO;290172;Independence, City of ;01.10.1991;01.05.2017;9;5;5;C
MO;290173;Kansas City, City of ;01.10.2009;01.05.2016;7;15;5;C
MO;290362;Kirkwood, City of ;01.10.1991;01.10.1996;10;0;0;R
MO;290174;Lee's Summit, City of;01.10.2020;01.10.2020;9;5;5;C
MO;290869;Lincoln County ;01.05.2018;01.05.2018;7;15;5;C 
MO;290889;Maryland Heights, City of ;01.10.2013;01.10.2017;7;15;5;C
MO;290316;O'Fallon, City of  ;01.05.2017;01.05.2017;9;5;5;C
MO;290475;Platte County ;01.05.2009;01.05.2010;5;25;10;C
MO;290315;St. Charles County ;01.10.2001;01.05.2008;7;15;5;C
MT;300009;Belt, Town of ;01.10.1991;01.10.1992;8;10;5;C
MT;300028;Bozeman, City of ;01.10.1992;01.10.2009;8;10;5;C
MT;300008;Cascade County ;01.10.1991;01.05.2013;8;10;5;C
MT;300108;Circle, Town of ;01.10.1991;01.05.2015;10;0;0;R
MT;300023;Flathead County ;01.10.1993;01.10.2007;8;10;5;C
MT;300027;Gallatin County  ;01.10.2015;01.10.2015;8;10;5;C
MT;300010;Great Falls, City of ;01.10.1991;01.10.2017;7;15;5;C
MT;300038;Lewis and Clark County  ;01.10.1991;01.10.2002;8;10;5;C
MT;300014;Miles City, City of ;01.10.1991;01.05.2014;8;10;5;C
MT;300049;Missoula, City of ;01.10.1991;01.10.2019;7;15;5;C
MT;300048;Missoula County ;01.10.1991;01.10.2017;7;15;5;C
MT;300029;Three Forks, Town of ;01.10.1993;01.10.1998;8;10;5;C
MT;300142;Yellowstone County ;01.05.2003;01.05.2003;8;10;5;C
NE;310187;DeWitt, Village of ;01.05.2011;01.10.2017;10;0;0;R
NE;310069;Fremont, City of ;01.10.1991;01.10.2016;8;10;5;C
NE;315273;Lincoln, City of ;01.10.1991;01.05.2015;5;25;10;C
NE;315274;Omaha, City of ;01.05.2012;01.10.2017;7;15;5;C
NE;315275;Papillion, City of ;01.10.2010;01.05.2016;7;15;5;C
NE;310206;Scottsbluff, City of;01.10.2018;01.10.2018;9;5;5;C
NE;310078;Valley, City of ;01.10.2008;01.10.2008;8;10;5;C
NV;320001;Carson City, City of ;01.10.1994;01.10.2009;6;20;10;C
NV;320003;Clark County  ;01.10.1992;01.05.2020;7;15;5;C
NV;320008;Douglas County  ;01.10.1993;01.10.2004;6;20;10;C
NV;320005;Henderson, City of ;01.10.1991;01.10.2013;5;25;10;C
NV;320013;Lander County ;01.10.2012;01.10.2017;10;0;0;R
NV;325276;Las Vegas, City of ;01.10.1991;01.10.2013;5;25;10;C
NV;320035;Mesquite, City of ;01.10.2002;01.05.2007;7;15;5;C
NV;320007;North Las Vegas, City of ;01.10.1991;01.10.2019;7;15;5;C
NV;320033;Storey County ;01.10.1994;01.10.1999;8;10;5;C
NV;320019;Washoe County ;01.05.2009;01.05.2009;7;15;5;C
NH;330023;Keene, City of ;01.05.2002;01.05.2008;8;10;5;C
NH;330024;Marlborough, Town of ;01.10.1994;01.05.2020;8;10;5;C
NH;330097;Nashua, City of  ;01.05.2017;01.05.2017;8;10;5;C
NH;330101;Peterborough, Town of ;01.05.2004;01.05.2004;8;10;5;C
NH;330141;Rye, Town of ;01.05.2005;01.10.2010;10;0;0;R
NH;330028;Winchester, Town of ;01.05.2002;01.05.2002;9;5;5;C
NJ;340312;Aberdeen, Township of ;01.05.2010;01.10.2015;8;10;5;C
NJ;340001;Absecon, City of ;01.10.2014;01.10.2019;7;15;5;C
NJ;345278;Atlantic City, City of ;01.10.1992;01.05.2018;6;20;10;C
NJ;345279;Avalon, Borough of ;01.10.1996;01.05.2020;3;35;10;C
NJ;340287;Avon-by-the-Sea, Borough of ;01.10.2016;01.10.2016;6;20;10;C
NJ;340396;Barnegat, Township of ;01.05.2014;01.05.2019;5;25;10;C
NJ;345280;Barnegat Light, Borough of ;01.10.1992;01.05.2019;7;15;5;C
NJ;345281;Bay Head, Borough of ;01.10.1993;01.10.2013;6;20;10;C
NJ;345282;Beach Haven, Borough of ;01.10.1991;01.10.2013;5;25;10;C
NJ;340427;Bedminster, Township of ;01.10.1996;01.05.2007;6;20;10;C
NJ;345283;Belmar, Borough of  ;01.05.2015;01.05.2020;5;25;10;C
NJ;340369;Berkeley, Township of ;01.10.1992;01.10.2013;6;20;10;C
NJ;340459;Berkeley Heights, Township of ;01.10.1994;01.05.1999;10;0;0;R
NJ;340428;Bernards, Township of ;01.10.2010;01.05.2017;7;15;5;C
NJ;340178;Bloomfield, Township of ;01.10.1992;01.10.1997;10;0;0;R
NJ;345284;Bloomingdale, Borough of ;01.10.2016;01.10.2016;8;10;5;C
NJ;340289;Bradley Beach, Borough of ;01.10.1995;01.10.2000;7;15;5;C
NJ;345285;Brick, Township of  ;01.05.2017;01.05.2017;6;20;10;C
NJ;345286;Brigantine, City of ;01.10.1992;01.10.2015;5;25;10;C
NJ;345287;Burlington, City of ;01.05.1998;01.10.2018;7;15;5;C
NJ;345288;Cape May City, City of ;01.10.1994;01.10.2020;5;25;10;C
NJ;345289;Cape May Point, Borough of ;01.10.1993;01.10.2013;6;20;10;C
NJ;345291;Cranford Township ;01.10.2016;01.10.2016;7;15;5;C
NJ;345292;Denville, Township of ;01.10.2011;01.05.2016;6;20;10;C
NJ;340026;Dumont, Borough of ;01.10.2017;01.10.2017;9;5;5;C
NJ;340007;Egg Harbor, Township of ;01.10.2017;01.10.2017;5;25;10;C
NJ;340031;Englewood, City of ;01.10.1991;01.10.2001;10;0;0;R
NJ;345295;Fairfield, Township of ;01.05.2013;01.05.2013;6;20;10;C
NJ;340434;Franklin, Township of ;01.05.2010;01.05.2015;6;20;10;C
NJ;340037;Garfield, City of ;01.05.2012;01.10.2014;10;0;0;R
NJ;340204;Greenwich, Township of ;01.05.2007;01.05.2007;9;5;5;C
NJ;340246;Hamilton, Township of ;01.10.1992;01.10.2018;7;15;5;C
NJ;345296;Harvey Cedars, Borough of ;01.10.1991;01.10.1999;8;10;5;C
NJ;340298;Hazlet, Township of ;01.05.2011;01.10.2013;6;20;10;C
NJ;340303;Keansburg, Borough of  ;01.05.2015;01.05.2015;7;15;5;C
NJ;340376;Lacey, Township of ;01.10.1992;01.10.1993;10;0;0;R
NJ;340237;Lambertville, City of ;01.05.2012;01.05.2017;7;15;5;C
NJ;340379;Lavallette, Borough of ;01.05.2004;01.10.2013;6;20;10;C
NJ;345300;Lincoln Park, Borough of ;01.05.2016;01.05.2016;5;25;10;C
